;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;ÖVP;SPÖ;FPÖ;GRÜNE;NEOS;BIER;MFG;BGE;LMP;GAZA;KPÖ;KEINE;
G50305;Bürmoos;3534;2608;26;2582;479;767;779;182;180;39;13;;13;;108;22;
G50306;Dorfbeuern;1208;979;21;958;364;109;298;76;65;11;6;;6;;20;3;
G50307;Ebenau;1093;882;14;868;317;110;251;76;72;11;3;;3;;19;6;
G50308;Elixhausen;2355;1850;20;1830;673;243;412;170;204;24;18;;21;;52;13;
G50309;Elsbethen;4086;3261;25;3236;1161;395;748;400;337;46;13;;20;;102;14;
G50310;Eugendorf;5371;4249;45;4204;1434;556;1180;362;387;74;23;;28;;132;28;
G50311;Faistenau;2373;1951;21;1930;634;179;714;131;158;31;13;;10;;48;12;
G50312;Fuschl am See;1164;938;10;928;360;94;230;88;111;14;4;;3;;15;9;
G50313;Göming;605;531;4;527;218;47;147;43;46;7;0;;1;;9;9;
G50314;Grödig;5020;3817;35;3782;1001;749;983;327;415;67;14;;21;;173;32;
G50315;Großgmain;1823;1406;4;1402;447;188;427;128;132;20;14;;9;;31;6;
G50316;Hallwang;3202;2576;30;2546;829;372;641;255;285;42;15;;15;;84;8;
G50317;Henndorf am Wallersee;3877;3043;25;3018;997;413;846;258;306;52;16;;19;;86;25;
G50318;Hintersee;360;313;7;306;118;35;108;8;28;6;0;;0;;0;3;
G50319;Hof bei Salzburg;2646;2065;27;2038;625;244;580;223;223;42;12;;14;;59;16;
G50320;Köstendorf;2096;1644;24;1620;595;209;473;131;124;21;9;;12;;37;9;
G50321;Koppl;2758;2219;27;2192;726;253;594;246;227;32;17;;10;;65;22;
G50322;Lamprechtshausen;2972;2333;27;2306;704;329;745;177;206;51;10;;7;;59;18;
G50323;Mattsee;2588;2088;17;2071;770;273;463;203;218;43;13;;15;;61;12;
G50324;Neumarkt am Wallersee;4579;3423;31;3392;812;622;1135;304;338;41;21;;27;;76;16;
G50325;Nußdorf am Haunsberg;1959;1604;25;1579;518;199;473;130;133;32;5;;9;;60;20;
G50326;Oberndorf bei Salzburg;4020;2979;24;2955;722;619;822;299;260;54;14;;15;;138;12;
G50327;Obertrum am See;3770;2947;28;2919;1118;319;759;257;282;58;21;;13;;76;16;
G50328;Plainfeld;1001;819;5;814;306;90;239;47;82;17;5;;1;;24;3;
G50329;Sankt Georgen bei Salzburg;2443;1942;20;1922;558;292;680;120;144;32;16;;13;;45;22;
G50330;Sankt Gilgen;2826;2236;22;2214;861;261;590;178;219;31;7;;9;;48;10;
G50331;Schleedorf;862;702;9;693;226;65;277;35;44;12;1;;10;;17;6;
G50332;Seeham;1521;1215;16;1199;456;123;312;109;118;24;12;;6;;29;10;
G50335;Straßwalchen;5706;4444;62;4382;1318;660;1571;253;331;64;17;;20;;117;31;
G50336;Strobl;2866;2213;18;2195;757;354;560;189;202;44;11;;18;;40;20;
G50337;Thalgau;4683;3707;39;3668;1180;424;1200;310;339;65;22;;19;;90;19;
G50338;Wals-Siezenheim;10312;8035;70;7965;2644;1131;2167;672;764;132;48;;39;;311;57;
G50339;Seekirchen am Wallersee;8338;6562;58;6504;1899;902;1692;832;691;105;35;;48;;253;47;
G50399;Wahlkarten - Salzburg-Umgebung;0;2360;20;2340;626;369;466;312;349;50;25;;10;;113;20;
G50400;Sankt Johann im Pongau;58245;46636;542;46094;15720;8043;14292;2176;3770;679;136;;133;;840;305;
G50401;Altenmarkt im Pongau;3152;2424;25;2399;893;233;773;127;260;51;11;;8;;31;12;
G50402;Bad Hofgastein;4823;3665;35;3630;1199;653;1099;160;322;74;18;;12;;74;19;
G50403;Bad Gastein;2567;1922;25;1897;598;314;611;105;165;33;6;;6;;44;15;
G50404;Bischofshofen;7275;5431;65;5366;1379;1486;1672;224;331;73;18;;12;;134;37;
G50405;Dorfgastein;1316;1025;13;1012;390;163;299;29;89;15;4;;0;;15;8;
G50406;Eben im Pongau;1790;1481;27;1454;570;168;507;43;121;13;3;;4;;17;8;
G50407;Filzmoos;1053;843;6;837;339;47;313;20;87;5;3;;3;;13;7;
G50408;Flachau;2165;1795;19;1776;688;139;629;80;180;23;2;;4;;25;6;
G50409;Forstau;432;381;3;378;136;40;165;8;24;4;1;;0;;0;0;
G50410;Goldegg;2096;1613;22;1591;558;237;463;125;135;12;3;;9;;38;11;
G50411;Großarl;2814;2375;40;2335;1106;341;596;80;154;17;7;;7;;17;10;
G50412;Hüttau;1066;865;13;852;282;114;356;15;48;20;2;;2;;9;4;
G50413;Hüttschlag;684;598;12;586;299;86;146;16;17;6;2;;2;;6;6;
G50414;Kleinarl;632;538;5;533;237;68;148;16;45;9;2;;0;;5;3;
G50415;Mühlbach am Hochkönig;1093;845;12;833;219;225;281;27;47;13;0;;0;;12;9;
G50416;Pfarrwerfen;1910;1548;12;1536;647;225;416;87;122;18;2;;0;;15;4;
G50417;Radstadt;3355;2545;31;2514;891;353;805;146;226;29;5;;8;;34;17;
G50418;Sankt Johann im Pongau;7836;6028;60;5968;1950;1057;1743;375;570;82;16;;15;;122;38;
G50419;Sankt Martin am Tennengebirge;1292;1088;15;1073;371;158;382;36;79;16;3;;6;;10;12;
G50420;Sankt Veit im Pongau;3029;2465;29;2436;835;426;711;126;209;36;4;;12;;54;23;
G50421;Schwarzach im Pongau;2381;1809;13;1796;293;740;465;72;115;35;5;;7;;56;8;
G50422;Untertauern;313;266;0;266;111;15;95;12;26;2;0;;0;;3;2;
G50423;Wagrain;2210;1715;24;1691;700;126;575;69;138;35;5;;4;;28;11;
G50424;Werfen;2208;1714;21;1693;507;360;538;82;108;31;5;;3;;40;19;
G50425;Werfenweng;753;580;5;575;189;52;255;24;35;7;1;;1;;8;3;
G50499;Wahlkarten - Sankt Johann im Pongau;0;1077;10;1067;333;217;249;72;117;20;8;;8;;30;13;
G50500;Tamsweg;15935;13185;165;13020;4530;1668;4914;468;882;184;44;;40;;210;80;
G50501;Göriach;297;269;0;269;120;28;91;9;16;2;0;;0;;0;3;
G50502;Lessach;450;338;10;328;161;34;90;6;24;5;0;;1;;4;3;
G50503;Mariapfarr;1996;1572;20;1552;542;229;514;63;131;24;5;;9;;27;8;
G50504;Mauterndorf;1204;988;11;977;380;105;322;46;85;10;1;;4;;17;7;
G50505;Muhr;414;345;1;344;121;46;165;2;5;4;0;;0;;1;0;
G50506;Ramingstein;874;680;5;675;191;113;286;17;36;12;2;;2;;10;6;
G50507;Sankt Andrä im Lungau;642;519;8;511;169;64;227;15;25;4;0;;1;;5;1;
G50508;Sankt Margarethen im Lungau;548;439;6;433;129;59;172;21;29;11;2;;0;;7;3;
G50509;Sankt Michael im Lungau;2665;2219;21;2198;741;331;806;79;141;34;7;;9;;41;9;
G50510;Tamsweg;4410;3456;57;3399;1118;413;1308;144;251;52;16;;9;;67;21;
G50511;Thomatal;260;217;2;215;63;18;98;12;16;2;0;;0;;5;1;
G50512;Tweng;168;128;1;127;55;7;44;5;13;0;1;;0;;2;0;
G50513;Unternberg;818;706;7;699;264;82;272;17;30;11;6;;1;;7;9;
G50514;Weißpriach;236;195;2;193;97;22;50;4;15;2;2;;0;;1;0;
G50515;Zederhaus;953;760;11;749;271;53;367;15;22;6;1;;2;;7;5;
G50599;Wahlkarten - Tamsweg;0;354;3;351;108;64;102;13;43;5;1;;2;;9;4;
G50600;Zell am See;63435;50254;579;49675;17323;8151;14970;2646;3996;905;217;;201;;955;311;
G50601;Bramberg am Wildkogel;3250;2640;28;2612;958;391;915;69;169;40;10;;6;;38;16;
G50602;Bruck an der Großglocknerstraße;3440;2521;34;2487;808;427;765;118;211;53;9;;7;;65;24;
G50603;Dienten am Hochkönig;591;503;6;497;208;90;135;7;44;8;1;;0;;0;4;
G50604;Fusch an der Großglocknerstraße;525;440;12;428;188;74;95;25;28;11;0;;2;;4;1;
G50605;Hollersbach im Pinzgau;936;791;9;782;339;106;236;30;50;8;2;;2;;6;3;
G50606;Kaprun;1987;1539;15;1524;485;419;340;61;137;33;3;;7;;30;9;
G50607;Krimml;620;516;10;506;179;67;187;16;33;6;3;;2;;10;3;
G50608;Lend;960;752;12;740;212;178;238;20;48;15;2;;3;;16;8;
G50609;Leogang;2546;2140;30;2110;872;356;457;104;211;44;10;;7;;34;15;
G50610;Lofer;1495;1179;12;1167;513;143;287;62;88;25;8;;9;;18;14;
G50611;Maishofen;2624;2083;12;2071;814;265;544;122;203;40;12;;7;;51;13;
G50612;Maria Alm am Steinernen Meer;1562;1231;18;1213;505;109;367;67;118;22;2;;3;;18;2;
G50613;Mittersill;3841;2954;37;2917;946;410;1077;137;199;55;12;;12;;48;21;
G50614;Neukirchen am Großvenediger;2025;1566;16;1550;558;216;509;68;106;42;6;;13;;20;12;
G50615;Niedernsill;2135;1708;29;1679;572;275;575;74;110;26;5;;7;;28;7;
G50616;Piesendorf;2856;2184;23;2161;815;294;644;120;172;32;7;;9;;54;14;
G50617;Rauris;2422;1868;21;1847;782;233;562;66;127;29;8;;5;;21;14;
G50618;Saalbach-Hinterglemm;1883;1508;10;1498;743;99;406;45;150;22;13;;6;;11;3;
G50619;Saalfelden am Steinernen Meer;11960;8950;102;8848;2542;1712;2560;707;779;163;48;;28;;248;61;
G50620;Sankt Martin bei Lofer;852;712;8;704;281;114;179;50;51;5;5;;7;;8;4;
G50621;Stuhlfelden;1261;1027;10;1017;315;155;434;26;48;17;4;;1;;16;1;
G50622;Taxenbach;2111;1645;19;1626;635;269;487;67;98;29;4;;3;;28;6;
G50623;Unken;1466;1182;15;1167;407;128;457;57;59;26;5;;1;;24;3;
G50624;Uttendorf;2284;1761;23;1738;483;363;629;57;110;33;4;;9;;34;16;
G50625;Viehhofen;433;355;6;349;126;34;123;21;28;3;1;;1;;7;5;
G50626;Wald im Pinzgau;838;702;6;696;265;78;260;23;45;10;4;;0;;9;2;
G50627;Weißbach bei Lofer;301;260;4;256;122;35;58;11;16;6;1;;0;;5;2;
G50628;Zell am See;6231;4485;41;4444;1346;921;1230;319;400;76;20;;14;;98;20;
G50699;Wahlkarten - Zell am See;0;1052;11;1041;304;190;214;97;158;26;8;;30;;6;8;
G60000;Steiermark;951115;746356;6110;740246;199697;137646;238267;55994;60429;13932;2750;;3746;1128;22764;3893;
G60099;Wahlkarten - Steiermark;0;33;33;0;0;0;0;0;0;0;0;;0;0;0;0;
G6A000;Graz und Umgebung;316057;245398;1602;243796;56360;49565;60161;31026;26787;4136;836;;1502;826;11378;1219;
G6A099;Wahlkarten - Graz und Umgebung;0;1664;8;1656;268;388;267;316;272;26;6;;21;2;84;6;
G6B000;Oststeiermark;214694;172501;1651;170850;58140;22208;60540;9671;11205;3365;690;;834;100;3167;930;
G6B099;Wahlkarten - Oststeiermark;0;313;4;309;63;45;89;41;45;6;0;;3;0;16;1;
G6C000;Weststeiermark;159920;125021;1075;123946;34244;20768;48448;6084;7971;2195;458;;586;50;2544;598;
G6C099;Wahlkarten - Weststeiermark;0;240;1;239;36;48;73;28;39;6;2;;2;0;5;0;
G6D000;Obersteiermark;260444;203403;1749;201654;50953;45105;69118;9213;14466;4236;766;;824;152;5675;1146;
G6D099;Wahlkarten - Obersteiermark;0;567;5;562;115;116;150;60;79;13;2;;2;1;19;5;
G60100;Graz Stadt;191903;145539;887;144652;30536;31632;28336;22774;17442;2410;435;;914;713;8778;682;
G60101;Graz;191903;140610;792;139818;29799;30357;27835;21608;16852;2284;421;;871;701;8438;652;
G60199;Wahlkarten - Graz Stadt;0;4929;95;4834;737;1275;501;1166;590;126;14;;43;12;340;30;
G60300;Deutschlandsberg;50100;39550;362;39188;10773;6458;15247;2091;2615;646;179;;200;13;755;211;
G60305;Frauental an der Laßnitz;2561;1942;24;1918;432;503;651;85;135;36;7;;11;0;39;19;
G60318;Lannach;2933;2262;19;2243;578;348;840;158;197;36;12;;12;0;48;14;
G60323;Pölfing-Brunn;1311;925;4;921;228;177;422;24;36;6;2;;4;0;16;6;
G60324;Preding;1524;1176;5;1171;284;211;452;80;88;18;4;;4;1;21;8;
G60326;Sankt Josef (Weststeiermark);1341;1087;16;1071;322;152;355;75;82;29;11;;21;0;20;4;
G60329;Sankt Peter im Sulmtal;1094;848;4;844;266;115;348;26;42;17;8;;2;0;14;6;
G60341;Wettmannstätten;1364;1068;14;1054;323;123;456;49;62;12;5;;6;0;15;3;
G60344;Deutschlandsberg;9330;6847;55;6792;1647;1461;2326;457;490;119;30;;40;3;182;37;
G60345;Eibiswald;5213;3924;29;3895;1075;664;1678;135;194;47;16;;13;0;53;20;
G60346;Groß Sankt Florian;3448;2640;30;2610;877;345;916;147;203;43;9;;12;1;44;13;
G60347;Sankt Martin im Sulmtal;2513;2028;27;2001;685;255;826;66;102;21;3;;5;1;25;12;
G60348;Sankt Stefan ob Stainz;3038;2411;18;2393;696;277;993;124;172;40;20;;20;0;39;12;
G60349;Bad Schwanberg;3719;2940;32;2908;792;486;1229;104;173;43;8;;13;0;49;11;
G60350;Stainz;7138;5663;57;5606;1540;749;2228;387;389;109;27;;25;2;118;32;
G60351;Wies;3573;2687;17;2670;739;421;1189;90;136;44;5;;5;1;34;6;
G60399;Wahlkarten - Deutschlandsberg;0;1102;11;1091;289;171;338;84;114;26;12;;7;4;38;8;
G60600;Graz-Umgebung;124154;98195;707;97488;25556;17545;31558;7936;9073;1700;395;;567;111;2516;531;
G60608;Feldkirchen bei Graz;4728;3384;20;3364;758;621;1301;197;271;60;15;;15;16;92;18;
G60611;Gössendorf;3131;2404;21;2383;580;451;876;140;217;40;14;;6;0;53;6;
G60613;Gratkorn;6226;4538;28;4510;889;1147;1602;282;320;71;19;;26;5;124;25;
G60617;Hart bei Graz;4167;3152;26;3126;787;546;794;400;399;55;8;;25;1;93;18;
G60618;Haselsdorf-Tobelbad;1266;1025;7;1018;216;233;356;67;101;15;2;;5;0;21;2;
G60619;Hausmannstätten;2838;2277;11;2266;651;385;594;228;258;38;5;;24;9;58;16;
G60623;Kainbach bei Graz;2338;1661;15;1646;522;240;390;217;176;19;6;;7;2;63;4;
G60624;Kalsdorf bei Graz;5899;4128;32;4096;898;838;1544;218;309;83;9;;15;14;150;18;
G60626;Kumberg;3142;2495;27;2468;701;336;605;351;309;64;7;;17;1;60;17;
G60628;Laßnitzhöhe;2259;1726;10;1716;515;270;453;191;182;33;5;;8;0;52;7;
G60629;Lieboch;4286;3235;32;3203;711;572;1199;225;293;70;12;;20;2;82;17;
G60632;Peggau;1775;1252;9;1243;278;274;476;78;77;17;5;;5;0;28;5;
G60639;Sankt Bartholomä;1196;984;4;980;294;151;343;59;82;15;4;;2;0;23;7;
G60641;Sankt Oswald bei Plankenwarth;1031;845;5;840;234;220;224;60;70;9;4;;4;0;14;1;
G60642;Sankt Radegund bei Graz;1794;1421;13;1408;431;233;329;176;152;24;4;;17;0;36;6;
G60645;Semriach;2574;2083;18;2065;701;231;811;84;131;33;12;;11;3;40;8;
G60646;Stattegg;2392;1989;12;1977;587;283;408;274;320;30;7;;15;0;45;8;
G60647;Stiwoll;604;476;3;473;132;89;184;28;21;4;0;;2;0;9;4;
G60648;Thal;1986;1578;6;1572;432;342;381;165;162;26;7;;5;3;45;4;
G60651;Übelbach;1668;1273;4;1269;381;242;477;40;73;12;5;;13;0;17;9;
G60653;Vasoldsberg;3778;2934;20;2914;783;330;1159;246;246;51;8;;14;1;66;10;
G60654;Weinitzen;2224;1809;11;1798;592;235;478;203;196;29;10;;11;1;32;11;
G60655;Werndorf;1973;1486;7;1479;344;372;540;62;85;28;3;;10;3;24;8;
G60656;Wundschuh;1263;1034;14;1020;394;112;330;69;59;23;5;;2;1;21;4;
G60659;Deutschfeistritz;3374;2578;27;2551;642;439;996;148;159;49;7;;22;7;63;19;
G60660;Dobl-Zwaring;2867;2239;10;2229;692;234;899;117;159;40;14;;7;0;56;11;
G60661;Eggersdorf bei Graz;5665;4370;33;4337;1219;674;1381;416;353;91;25;;42;1;106;29;
G60662;Fernitz-Mellach;3892;3044;18;3026;907;437;1042;191;289;40;14;;23;2;65;16;
G60663;Frohnleiten;5295;4117;28;4089;1092;967;1226;278;296;66;6;;26;0;106;26;
G60664;Gratwein-Straßengel;10166;8004;59;7945;1765;1809;2404;682;796;143;35;;47;4;225;35;
G60665;Hitzendorf;5838;4614;28;4586;1265;786;1524;328;435;71;17;;22;4;106;28;
G60666;Nestelbach bei Graz;2192;1687;16;1671;506;199;589;131;146;25;7;;10;0;45;13;
G60667;Raaba-Grambach;3730;2945;8;2937;808;545;748;276;374;60;10;;19;7;73;17;
G60668;Sankt Marein bei Graz;3037;2351;18;2333;669;291;822;219;177;40;15;;15;0;62;23;
G60669;Seiersberg-Pirka;8638;6443;50;6393;1572;1192;2087;514;648;90;27;;22;21;176;44;
G60670;Premstätten;4922;3613;27;3586;965;585;1297;237;319;51;15;;8;1;92;16;
G60699;Wahlkarten - Graz-Umgebung;0;3001;30;2971;643;634;689;339;413;85;27;;25;2;93;21;
G61000;Leibnitz;68025;52646;425;52221;15608;7713;20616;2595;3257;876;175;;240;23;894;224;
G61001;Allerheiligen bei Wildon;1285;984;9;975;381;110;321;55;58;17;2;;8;0;18;5;
G61002;Arnfels;775;559;5;554;218;60;206;21;23;12;3;;5;0;5;1;
G61007;Empersdorf;1121;873;5;868;259;94;353;52;63;20;1;;10;0;11;5;
G61008;Gabersdorf;967;749;5;744;267;71;305;30;47;12;3;;3;0;4;2;
G61012;Gralla;2137;1527;11;1516;308;321;675;56;79;20;7;;0;0;37;13;
G61013;Großklein;1842;1390;13;1377;426;177;568;65;81;21;10;;5;0;17;7;
G61016;Heimschuh;1615;1244;3;1241;393;143;519;49;80;22;2;;5;1;22;5;
G61017;Hengsberg;1200;989;10;979;280;160;373;52;70;13;5;;1;2;18;5;
G61019;Kitzeck im Sausal;968;782;10;772;252;121;282;41;53;14;1;;2;0;5;1;
G61020;Lang;1048;883;5;878;359;117;256;44;56;15;3;;3;0;21;4;
G61021;Lebring-Sankt Margarethen;1742;1392;9;1383;425;246;469;79;96;24;4;;7;1;27;5;
G61024;Oberhaag;1689;1330;15;1315;437;122;634;39;44;13;5;;5;1;8;7;
G61027;Ragnitz;1289;994;11;983;362;116;380;35;51;12;3;;2;0;20;2;
G61030;Sankt Andrä-Höch;1453;1107;10;1097;304;136;479;57;57;22;5;;8;0;22;7;
G61032;Sankt Johann im Saggautal;1640;1254;10;1244;434;139;523;51;61;14;2;;4;0;11;5;
G61033;Sankt Nikolai im Sausal;1892;1458;13;1445;448;211;558;60;100;24;10;;5;1;23;5;
G61043;Tillmitsch;3133;2255;9;2246;579;383;912;120;148;39;9;;6;0;41;9;
G61045;Wagna;4739;3461;32;3429;750;775;1358;179;218;44;13;;17;3;57;15;
G61049;Ehrenhausen an der Weinstraße;1902;1413;11;1402;373;224;593;58;85;26;5;;9;0;23;6;
G61050;Gamlitz;2542;2035;19;2016;615;269;873;60;125;36;4;;6;0;26;2;
G61051;Gleinstätten;2330;1775;14;1761;588;213;737;70;91;32;7;;6;0;14;3;
G61052;Heiligenkreuz am Waasen;2297;1701;12;1689;475;182;702;104;110;36;5;;11;3;53;8;
G61053;Leibnitz;9754;6821;41;6780;1680;1291;2486;472;536;105;16;;29;4;137;24;
G61054;Leutschach an der Weinstraße;2916;2278;23;2255;708;214;1051;106;99;30;8;;11;0;22;6;
G61055;Sankt Georgen an der Stiefing;1271;1005;6;999;380;140;298;59;71;18;6;;6;0;15;6;
G61057;Schwarzautal;1916;1476;20;1456;607;122;521;53;85;24;3;;6;0;26;9;
G61059;Wildon;4151;3107;25;3082;865;480;1145;197;188;59;12;;20;5;91;20;
G61060;Sankt Veit in der Südsteiermark;3592;2816;27;2789;1052;325;1045;95;141;62;7;;12;0;38;12;
G61061;Straß in Steiermark;4819;3579;29;3550;1013;508;1572;125;207;49;6;;11;1;46;12;
G61099;Wahlkarten - Leibnitz;0;1409;13;1396;370;243;422;111;134;41;8;;17;1;36;13;
G61100;Leoben;45285;34643;275;34368;7279;8724;12147;1509;2286;763;115;;123;39;1225;158;
G61101;Eisenerz;3021;2294;15;2279;479;781;658;75;109;41;6;;7;0;111;12;
G61105;Kalwang;852;667;6;661;217;127;221;22;32;21;3;;4;0;13;1;
G61106;Kammern im Liesingtal;1344;1045;13;1032;268;240;353;44;75;23;1;;2;0;22;4;
G61107;Kraubath an der Mur;1136;924;4;920;254;155;360;34;72;16;6;;5;0;13;5;
G61108;Leoben;17004;12044;99;11945;2212;3059;4151;647;886;290;39;;44;22;547;48;
G61109;Mautern in Steiermark;1376;1081;7;1074;423;202;307;25;59;28;3;;3;4;17;3;
G61110;Niklasdorf;1799;1362;9;1353;268;401;507;39;74;20;2;;1;0;32;9;
G61111;Proleb;1289;1060;10;1050;262;272;318;58;82;20;4;;4;0;27;3;
G61112;Radmer;437;348;3;345;94;102;111;8;9;3;1;;2;0;9;6;
G61113;Sankt Michael in Obersteiermark;2320;1880;13;1867;342;498;747;68;100;34;3;;11;4;50;10;
G61114;Sankt Peter-Freienstein;1866;1406;12;1394;312;277;640;40;50;27;4;;3;4;33;4;
G61115;Sankt Stefan ob Leoben;1519;1210;12;1198;275;262;482;44;66;28;5;;7;0;21;8;
G61116;Traboch;1183;926;8;918;226;193;368;24;55;15;3;;1;1;29;3;
G61118;Vordernberg;720;542;5;537;50;234;184;8;21;12;0;;1;0;24;3;
G61119;Wald am Schoberpaß;449;359;7;352;102;96;120;8;11;3;2;;0;0;8;2;
G61120;Trofaiach;8970;6813;44;6769;1354;1667;2442;317;493;157;25;;26;4;256;28;
G61199;Wahlkarten - Leoben;0;682;8;674;141;158;178;48;92;25;8;;2;0;13;9;
G61200;Liezen;61125;48131;454;47677;13190;8849;16479;2438;3807;1010;200;;240;51;1119;294;
G61203;Aigen im Ennstal;2269;1787;20;1767;513;242;714;93;120;25;8;;12;2;28;10;
G61204;Altaussee;1524;1171;11;1160;301;295;269;82;128;28;9;;6;0;32;10;
G61205;Altenmarkt bei Sankt Gallen;612;500;8;492;119;187;110;22;22;5;5;;4;0;15;3;
G61206;Ardning;1113;903;5;898;198;224;355;40;37;16;1;;5;1;12;9;
G61207;Bad Aussee;3619;2777;32;2745;715;628;659;224;300;76;14;;20;2;95;12;
G61213;Gröbming;2303;1721;12;1709;468;267;641;79;153;43;8;;13;0;34;3;
G61215;Grundlsee;981;773;22;751;245;155;165;42;73;20;4;;4;2;33;8;
G61217;Haus;1866;1493;12;1481;521;155;543;73;121;29;4;;10;5;11;9;
G61222;Lassing;1412;1069;13;1056;296;141;460;35;55;25;5;;3;0;27;9;
G61236;Ramsau am Dachstein;2218;1744;12;1732;582;92;639;136;197;28;12;;13;1;21;11;
G61243;Selzthal;1144;846;7;839;126;331;274;25;32;16;3;;1;0;21;10;
G61247;Trieben;2381;1787;18;1769;281;508;676;53;107;33;4;;3;2;90;12;
G61251;Wildalpen;381;305;0;305;77;121;68;10;15;8;0;;0;0;3;3;
G61252;Wörschach;957;763;10;753;259;122;225;34;63;24;3;;3;0;17;3;
G61253;Admont;3922;2887;26;2861;799;632;890;167;216;60;6;;17;0;55;19;
G61254;Aich;1021;798;6;792;330;54;286;23;58;13;4;;2;0;12;10;
G61255;Bad Mitterndorf;3795;2912;24;2888;809;457;1098;132;245;54;19;;10;2;48;14;
G61256;Gaishorn am See;1088;870;13;857;205;212;279;41;64;18;2;;1;0;27;8;
G61257;Irdning-Donnersbachtal;3427;2671;17;2654;782;278;1117;144;216;39;9;;9;5;46;9;
G61258;Landl;2150;1731;15;1716;432;578;475;50;89;44;2;;2;3;31;10;
G61259;Liezen;5654;4124;26;4098;1014;905;1406;222;279;101;16;;19;7;111;18;
G61260;Michaelerberg-Pruggern;947;760;11;749;234;82;313;23;62;14;3;;3;0;9;6;
G61261;Mitterberg-Sankt Martin;1529;1242;13;1229;375;170;481;45;103;25;5;;5;0;14;6;
G61262;Öblarn;1503;1161;12;1149;397;176;392;44;76;17;14;;5;0;24;4;
G61263;Rottenmann;3755;2799;25;2774;503;546;1154;137;188;59;4;;20;7;142;14;
G61264;Sankt Gallen;1366;1089;12;1077;358;270;308;30;62;16;6;;3;2;19;3;
G61265;Schladming;4977;3835;29;3806;1173;428;1325;237;416;92;14;;20;7;65;29;
G61266;Sölk;1206;967;11;956;346;101;380;30;50;25;2;;3;0;15;4;
G61267;Stainach-Pürgg;2005;1477;13;1464;487;265;475;63;101;23;4;;8;2;25;11;
G61299;Wahlkarten - Liezen;0;1169;19;1150;245;227;302;102;159;34;10;;16;1;37;17;
G61400;Murau;22348;18090;161;17929;6041;2788;6271;684;1269;368;68;;66;7;279;88;
G61410;Mühlen;722;591;5;586;120;138;244;24;38;9;1;;2;0;8;2;
G61413;Niederwölz;474;403;3;400;153;45;145;15;21;6;0;;2;1;11;1;
G61425;St. Peter am Kammersberg;1650;1294;13;1281;431;226;425;30;105;22;4;;5;0;23;10;
G61428;Schöder;752;616;8;608;239;86;197;33;30;8;2;;1;0;7;5;
G61437;Krakau;1178;995;20;975;421;150;295;18;56;13;3;;2;0;9;8;
G61438;Murau;2790;2165;12;2153;766;275;674;126;198;50;8;;10;1;39;6;
G61439;Neumarkt in der Steiermark;4015;3108;26;3082;843;496;1202;145;230;72;14;;13;1;52;14;
G61440;Oberwölz;2495;1879;20;1859;803;261;555;52;102;31;10;;3;2;25;15;
G61441;Ranten;964;790;6;784;356;95;233;20;43;20;0;;2;0;13;2;
G61442;Sankt Georgen am Kreischberg;1356;1104;10;1094;439;113;352;39;101;33;2;;1;1;10;3;
G61443;Sankt Lambrecht;1399;1075;8;1067;305;201;378;50;69;26;3;;6;1;22;6;
G61444;Scheifling;1717;1357;13;1344;370;186;579;57;78;32;5;;6;0;22;9;
G61445;Stadl-Predlitz;1375;1058;6;1052;296;231;406;23;65;8;4;;4;0;15;0;
G61446;Teufenbach-Katsch;1461;1142;8;1134;340;192;429;24;93;27;5;;7;0;15;2;
G61499;Wahlkarten - Murau;0;513;3;510;159;93;157;28;40;11;7;;2;0;8;5;
G61600;Voitsberg;41795;32585;287;32298;7827;6549;12512;1370;2060;667;102;;144;14;890;163;
G61611;Krottendorf-Gaisfeld;2029;1601;9;1592;471;261;584;72;126;25;4;;8;0;33;8;
G61612;Ligist;2664;2111;7;2104;517;367;792;124;184;40;10;;20;1;39;10;
G61615;Mooskirchen;1769;1410;21;1389;400;184;533;59;111;30;5;;10;3;42;12;
G61618;Rosental an der Kainach;1368;1025;12;1013;170;297;421;16;41;27;4;;5;2;27;3;
G61621;Sankt Martin am Wöllmißberg;642;506;5;501;150;92;194;16;26;15;0;;5;0;3;0;
G61624;Stallhofen;2645;2112;23;2089;584;270;917;73;141;37;1;;7;0;44;15;
G61625;Voitsberg;7656;5585;54;5531;1092;1340;2075;284;361;114;12;;20;2;201;30;
G61626;Bärnbach;4707;3613;30;3583;690;947;1340;126;222;99;15;;10;3;112;19;
G61627;Edelschrott;1415;1095;11;1084;382;140;426;33;52;13;2;;6;1;21;8;
G61628;Geistthal-Södingberg;1217;922;10;912;264;142;393;31;34;18;3;;8;1;14;4;
G61629;Hirschegg-Pack;868;686;7;679;282;72;252;14;33;9;2;;1;0;14;0;
G61630;Kainach bei Voitsberg;1312;1066;16;1050;288;217;404;37;44;23;2;;4;0;26;5;
G61631;Köflach;7764;5709;38;5671;1243;1267;2342;182;314;116;20;;10;0;156;21;
G61632;Maria Lankowitz;2262;1748;12;1736;427;366;653;54;107;45;11;;7;0;58;8;
G61633;Söding-Sankt Johann;3477;2744;23;2721;705;476;995;201;202;36;9;;21;1;59;16;
G61699;Wahlkarten - Voitsberg;0;652;9;643;162;111;191;48;62;20;2;;2;0;41;4;
G61700;Weiz;72809;58488;601;57887;17703;8932;19772;3717;4218;1261;255;;376;42;1252;359;
